epoch,train_loss,val_loss,val_macro_auroc,val_macro_auprc,learning_rate
1,1.0974960836446341,1.0541486312513766,0.5732201529260353,0.4341423446888834,0.0002
2,1.029946246197526,1.1608805293622224,0.5110347322112028,0.3781469932231709,0.00019945218953682734
3,0.9895666708968615,1.0969940670158551,0.5405081972729031,0.3802636876264822,0.00019781476007338058
4,0.9202846314565677,1.1601222610991935,0.5305128658069834,0.40882277258111666,0.00019510565162951537
5,0.9387197563066169,1.09083637724752,0.5365472194883959,0.41033379572308976,0.00019135454576426006
6,0.9277640766521015,1.0634457274623539,0.5322038845568257,0.40693903333009046,0.00018660254037844388
7,0.9276348492349258,1.1586530137321223,0.5709752609752609,0.3903961404278185,0.00018090169943749476
8,0.8716439341015659,1.1152538294377534,0.5160020104137751,0.396063276711245,0.00017431448254773944
